ID,Tiếng Việt,Tiếng BaNa
0001,"Quyết định về việc phê duyệt Dự án xây dựng mô hình thí điếm tiêu thụ nông sản và cung ứng vật tư nông nghiệp trên địa bàn tỉnh Bình Định",KueâÊt ñinh lôêm tôdrong pheâ jueâÊt tôdrong pôm moâ hinh thiê ñieâm tieâu thuê noâng san oeêng tôguêm ñoâ noâng nghieâp lôêm tôring tinh ‘Binh Ñinh
0002,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
0003,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
0004,Căn cứ Quyết định số 23/QĐ-TTg ngày 06/01/2010 của Thủ tướng Chính phủ về phê duyệt Đề án “Phát triển thương mại nông thôn giai đoạn 2010 - 2015 và định hướng đến năm 2020”;,Kaên köê KueâÊt ñinh ksoâÊ ‘baêl jiêt peâng/QÑ-TTg ‘naêr drôêu kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng Thu töôêng kôpal teh ñak lôêm pheâ jueâÊt Ñeâ an “Pôjing thöông mai cham pôlei jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt – ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm oeêng pôtho khan truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ”
0005,Xét đề nghị của Giám đốc Sở Công Thương tại Tờ trình số 69/TTr-SCT ngày 20/10/2018,Xeêt pôtho khan ñôêng Giam ñoâk Sô Koâng thöông lôêm Tô trinh ksoâÊ drôêu jiêt tôxiênh/TTr-SCT ‘naêr ‘baêl jiêt kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam
0006,"Điều 1. Phê duyệt 02 (hai) Dự án xây dựng mô hình thí điểm tiêu thụ nông sản và cung ứng vật tư nông nghiệp trên địa bàn tỉnh Bình Định, cụ thể như sau:","Ñieâu minh. Pheâ jueâÊt ‘baêl yöê an pôm moâ hinh thiê ñieâm tieâu thuê noâng san oeêng tôguêm ñoâ noâng nghieâp lôêm tôring tinh ‘Binh Ñinh, kuê theâ in ñôêng roêng ôêu:"
0007,Dự án 1: Xây dựng mô hình thí điểm Doanh nghiệp - Hợp tác xã - Nông dân tiêu thụ nông sản và cung ứng vật tư nông nghiệp trên địa bàn tỉnh Bình Định.,Yöê an minh: Pôm moâ hinh thiê ñieâm yoanh nghieâp – HTX – Naê ma tieâu thuê noâng san oeêng tôguêm ñoâ noâng nghieâp lôêm tôring tinh ‘Binh Ñinh
0008,Dự án 2: Xây dựng mô hình thí điểm Doanh nghiệp - Hộ kinh doanh - Nông dân tiêu thụ nông sản và cung ứng vật tư nông nghiệp trên địa bàn tỉnh Bình Định,Yöê an ‘baêl: Pôm moâ hinh thiê ñieâm Yoanh nghieâp – uênh hnam teêch bôdro – naê ma tieâu thuê noâng san oeêng tôguêm ñoâ noâng nghieâp lôêm tôring tinh ‘Binh Ñinh
0009,(Có Dự án do Sở Công Thương xây dựng kèm theo),(ÔÊi yöê an yua Sô Koâng thöông tôjung pôm pôteêp adriêng)
0010,Điều 2. Sở Công Thương có trách nhiệm phối hợp với các cơ quan liên quan tổ chức triển khai thực hiện các Dự án xây dựng mô hình thí điểm tiêu thụ nông sản và cung ứng vật tư nông nghiệp đảm bảo theo quy định của pháp luật.,Ñieâu ‘baêl. Sô Koâng thöông ôêi tôdrong adriêng rim kô kuan lieân kuan pôloêk pônhroh pôm rim yöê an pôm moâ hinh thiê ñieâm tieâu thuê noâng san oeêng tôguêm ñoâ noâng nghieâp tômaên tôl ‘boi tôdrong ñôêng phap luaât
0011,"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc các Sở: Công Thương, Kế hoạch và Đầu tư, Tài chính, Nông nghiệp và Phát triển nông thôn;","Ñieâu peâng. Chaênh vaên phong UBND tinh, Giam ñoâk rim Sô: Koâng thöông, KeâÊ hoach oeêng Ñaâu tö, Tai chiênh, Noâng nghieâp oeêng pôjing cham pôlei"
0012,"Chủ tịch UBND các huyện, thị xã, thành phố; Chủ tịch Liên minh Hợp tác xã tỉnh; Chủ tịch Hội Nông dân tỉnh và Thủ trưởng các cơ quan liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./.","Chu tich UBND rim hueân, thi xa, thanh phoâÊ; Chu tich Lieân minh HTX tinh; Chu tich Hoâi noâng daân tinh oeêng pôgôl rim kô kuan lieân kuan ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."